Başlık,Metin
maşallah akplilerin dili açıldı,vay be meğerse neler olmuş millet ekonomik sıkıntı kıvranırken devlet yönetimi gösteriş yarışındaymış çakarlı araç saltanatı varmış sraf had safhadaymış akp yönetimi siyaset üretemiyormuş halkın derdine çare olamıyormuş akpliler kendilerini vatandaşlardan üstün görüyormuş üstenci dil kullanıyorlarmış diledikleri davranıyorlarmış karışamaz havasındalarmış partiye devlete kibir hakimmiş kürt seçmenle köprüleri atmışlar teması kesmişler genç seçmen akpden kopmuş akp kentlerde yokmuş kucaklayışı dil kullanmıyormuş dilim saraya yakın yazarlardan birinin sözleri akpnin röntgenini çekmiş ortaya tablo çıkmış düzeltin işin sonu kötü yazı döşenmiş hatırı sayılır çoğunluktaki işçinin emeklinin esnafın akpyi terk ettiğine değinmemiş malumun ilanı görmemiş olabilir şatafatlı hayat kibirli tavırlar gösteriş merakı anapı bitirmişti akpyi bitiriyor kibir kurt gibidir girdiği yeri kemirir eritmeden çıkmaz akp vitrini düzeltmek yönetim kadrosunda değişiklik yapacakmış bakanlarla yola devam edecekmiş beyhude çaba akpnin vitrinini tanımıyor bakanların adını bilen maaş maaş alan bürokratların cismi ismi evine 250 gram kıyma alamayanlar maaş alan bürokratı beynine kazımadı 1980 model arabasına benzin koyamayanlar devlet erkanının konvoy halinde devasa ciplerle yolculuk yapmasına sinirlenmiyor kırık penceresini onaramayanların saray makam odaları yaptıranı görünce tansiyonu çıkmıyor halkın ferasetine güveniyoruz sözcüğü dillerinden düşmüyordu cahil halkın ferasetine inanıyorlardı alın halkın feraseti akpyi ikinci parti topal ördek konumuna soktu bıraktı akpye gönül veren yazarlar sonunda ülkenin kötü yönetim yüzünden hale geldiğini anladı eskiden telaffuz etmeye çekindikleri kelimeleri peş peşe sıralıyorlar şatafat diyorlar kibir diyorlar araba saltanatı diyorlar gösteriş diyorlar sraf diyorlar dilleri açıldı kalemleri çözüldü erdoğana toz konduramıyorlar saray kırmızı çizgileri yakın gelecekte erdoğana yaptın yaptın kimseyi dinlemedin durduk yerde faizle oynadın enflasyonu patlattın aklı verdi milleti yoksulluğa mahkum ettin yazarlarsa şaşırmam eli kulağındadır dikkat ediyorum reis demeyi bıraktılar reis girdiği seçimi alır söylemini rafa kaldırdılar reisten umutlarını kesmediler şapkadan tavşan çıkaramayacağını biliyor reis biliyor anayasa sivil anayasa özgürlükçü anayasa mevzi kazanmak istiyor tren kaçtı 31 martta perondan kalktı
yoksulluğun hesabını sormayacak mıyız,pazar günü oy verenlerin çoğunluğu biliyor belediye başkanlarını meclis üyelerini muhtarları seçmeyeceğiz vereceğimiz oyla siyasetin yönünü çizeceğiz türkiyenin geleceğini belirleyeceğiz basit yerel seçim muhalefeti güçlendirerek dengeyi sağlayacağız demokrasiyi güçlendireceğiz tek kutuplu olmaktan çıkaracağız ılımlı otokrasiye diyeceğiz ılımlı otokrasinin sert otokrasiye dönüşme olasılığının zeminini hazırlayacağız alman bertelsman vakfı 20 yıldır konuda araştırma 300 uzman görev alıyor yılda durum raporu yayınlıyorlar yılki saptamaları 137 ülkeden 74ünde otokrasi 25 ülke ılımlı otokrasiyle geri kalanı sert otokrasiyle yönetiliyor hemen örnek vereyim tunus cezayir nijerya mozambik ülkeler ılımlı otokrasiler listesinde rusya mısır suudi arabistan küba sert otokrasiler bloğunda türkiye ılımlı otokrasiler arasında 25 ülke 20 sırada altlarda an sert otokrasiye kayabilir şte seçim yüzden akp mhp ortaklığı kazanırsa parti devleti akp devleti otokrat rejim kalıcı hale gelecek asal araştırma stanbul ankarada fark kontrol edeceğiz sonuç açıklamadı açıklayamadı belli mamoğlu yavaş açık ara önde akp adayları önde olsaydı anında duyururlardı sonar adlı şirketin araştırmada mamoğlu puan önde çıktı cnn türk ekranlarından eksik şirketin başkanı hakan bayrakçı sonucu açıklamadı korkudan ktidarın korkusundan çarpılmamak sonuç dışarıya sızdırılınca kem küm nkar edemedi doğrudur diyemedi dese akp rozetini çıkartacaklar araştırma şirketleri araştırma sonucunu açıklayamıyor ktidar medyası gördüğünü yazmıyor yazamıyor otokrat rejimin ılımlısı akp stanbul ankarayı alır istediği oy oranını yakalarsa gerisini düşünün gıkımızı çıkaramayız zor bela çıkıyor çıkanların başı derde giriyor ktidarın beğenmediği pankartı açan gözaltına alınıyor baskı artacağını söyleyebilirim erdoğanın takıntısı yüzünden erdoğanın ekonomiyi iyi bilirim abdsi avrupası bilmiyor diretmesi yüzünden perişan olduk uygulattığı irrasyonel akıl dışı politika nedeniyle yüksek enflasyonla boğuşan ülke arasına girdik erdoğanın yarattığı hayat pahalılığının hesabını sormayacak mıyız emekliye verirsek verelim dipsiz kuyu misali kaybolup gidiyor diyen erdoğandan açtığı dipsiz kuyunun hesabını sormayacak mıyız başkanlık rejimine geçtiğimiz günden yüzü görmedik kötü geride kaldı yıllarca aldattılar enflasyon yaz düşecek sabır kandırdılar elimize fırsat geçmişken hesabını sormayacak mıyız gidersek terör azar gidersek din elden gider gidersek camilere kilit vurulur gidersek beka sorunuyla karşıya kalırız ülke bölünür uydurmasına kanacak mıyız kara propagandaya yenik düşeceğiz zeytin lokma ekmekle açlığımızı bastırırken bulamayan şükredip hayatı reva görenlere boyun eğeceğiz çaresiz bitkin bezgin kaderci toplum olduk ensesine vur al lokmayı derler hale geldik koşullar akp yerel seçimde istediği sonucu alırsa pahalılıkta oy verdiler demek şerbetliler kemer sıktırırlar alamayacak hale geliriz üzerimizden silindir geçerler yoksulluk kalıcı değişmez süresiz mutlak yoksullukla tanışırız duruma hükümet müslümanları sesini çıkarmaz alkışlamaya hazır medya zafer nutukları atar geçen yoksullaşan millete nanın çoğunluk yaşamıyor hayatta kalma mücadelesi veriyor erdoğanın canı istiyor faizi indirtiyor canı istiyor yükseltiyor aklına nass yeniden indirtiyor kasada döviz kalmayınca yeniden yükseltiyor çalkalanmada yana yana savruluyoruz hesabını sormayacak mıyız mayıs seçimi yarattıkları sahte cennete milyonlar inandı oy verdi yazın ortasında kara kış geldi ğneden ipliğe zamlandı kandırdınız demeyecek miyiz kötü yönetimi hak etmiyoruz haykırmayacak mıyız ktidara vatandaş olduğumuzu hatırlatmayacak mıyız
devlet stediğimi yaparım,rejimin ülkeye verdiği zarar nedir biliyor musunuz keyfiliğin normalleştirilmesi keyfiliğin meşru hale getirilmesi keyfiliğin iktidar politikasına dönüştürülmesi keyfilik demek kişinin istediği davranma hakkına sahip demek sandıktır demek hatırlarsınız 2017 referandumu öncesi meseleyi dönem konuşmuştuk tartışmıştık demokraside sandık değildir diyenler darbeci zihniyetle suçlanmıştı kurmak istedikleri rejim sandıktır rejimiydi tek adam sandıktan çıkacak devletin kurum kuruluşları bankaları yasamadan yürütmeye yargıya bağlı olacak seçilen kişinin keyfi isterse yasa olacak keyfi isterse yapılacak yıldır yönetiliyoruz halimizden memnun musunuz erdoğan dün kabinesiyle toplantıdan ekonominin iyi yolda uyguladıkları politikayı kararlılıkla sürdüreceklerini söyledi erdoğan geçen ters politika izlerken söyleri sarf etmişti yoldayız kararlılıkla sürdüreceğiz demişti faizi indirerek enflasyonu tek haniye çekmeye çalışıyordu faizi yükselterek enflasyonu dizginlemek uğraşıyor keyfi yönetim dediğim koskoca merkez bankası para kurulu ay toplanıyor uzmanlar hesap kitap hikaye tiyatro kurumlar tek kişiye bağlı olunca kurumları yönetenler yargı kararına yasaya hukuka toplumun tepkisine halkın isteğine bakmıyor bakıyorlar tek adamın diyeceğine örnek stanbuldan kanal stanbul erdoğanın 2011 yılında ortaya attığı çılgın projesi olmayacağını anladı olmazsa binaları dikelim yolları köprüleri yapalım ihale üstüne ihale tarım orman alanları imara açıldı devasa konutlar dikilmeye başlandı diken toki emlak konut devletin kuruluşu stanbul belediyesi uğraştı didindi mahkemeye gitti imar planlarını iptal ettirdi 2024 yılının başında dare mahkemesinin kararına inşaatlar sürüyor geçenler daire alanların kura çekimi yapıldı hukuk tanımazlık devlet anda kaçak inşaat toki emlak konut projeleri durdurmuyor mahkeme kararına uymuyor kendilerini saraya tek adama sorumlu görüyorlar mahkeme yasa hukuk bağlamıyor yasa saraydan gelecek ses saray devam derse devam durun derse dururlar diyeceksiniz toki emlak bankasının bağlı çevre şehircilik klim değişikliği bakanı devreye girmiyor emrindeki genel müdürlere mahkeme kararına uyun talimatı vermiyor tek adamdan talimat bekliyor uyulması gereken yasa tek adamın çift sözü mahkemenin kararı yeri gelmişken adında çevre iklim değişikliği bakanlık doğayı katlederek beton yığınına dönüştürüyor bitki örtüsü betonarmeye yenik düşünce ister istemez iklim değişiyor akp zihniyeti stanbulu 25 yönetti çeyrek asır devasa binaların altında akp kadrolarının imzası yer gök bina stanbula kar yağmıyor göğe fazla ısı yükseliyor kar taneleri kente inemiyor kanal stanbul bölgesinde yenişehir kurmak amacıyla ayırdıkları alana konutlar dikerlerse kentsel dönüşüm numarasıyla askeri arazilere el koyup konut yaparlarsa seyreyleyin gümbürtüyü bırakın karı yağmur toprakla buluşamaz
kılıçdaroğlu baykala hanet,kamuoyunda süredir kılıçdaroğlunun ihanet çıkışı konuşuluyor seçim yenilgisinden çıkanları değişim hareketi başlatanları ihanetle suçluyor doğrusu ima oturup konuşur kırgınlıklar önlenebilirdi kırıldığı kişiler belli koltuğunu devralan özgür özel bb başkanı ekrem mamoğlu haklı gelin tartışalım 2010 yılına dönüp kılıçdaroğlunun chp genel başkanın olmasından başlayalım baykal genel başkan kılıçdaroğlu grup başkanvekiliydi kaset skandalı patladı baykal istifa kılıçdaroğlunun ismi plana çıktı kılıçdaroğlu baykalla konuştu aday olmayacağını açıkladı senaryo şuydu delegelerin baskısıyla chp tabanının isteğiyle baykal geri dönecekti kılıçdaroğlu adaylığını açıklayınca planı bozdu dahil tarihte milliyette yazıyordum arşiv duruyor kişi kılıçdaroğlunun kararını destekledi chp delegeleri chp değişim şarttı olmazsa olmazdı soruyorum kılıçdaroğlu baykala ihanet etmiş parti baykal yürümezdi 2010 yılının mayıs ayında değişim talebi birdenbire patladı 2023 yılının mayıs ayında altan dalga gerekli kıldı 2010 yılında yaşananların benzeri 2023 yılında tekrarlandı genel başkan gitti grup başkan vekili geldi kılıçdaroğlu özelin hançerlediğini düşünüyorsa baykalı hançerledi baykala ihanet akp genel başkanı 10 yıldır baykal ihanet ettin kasetle geldin propaganda denilecek 2010 kaset skandalı 2023te seçim skandalı 6lı masanın iç çekişmeleri nedeniyle ülkeyi yönetme ehliyeti vermemesi hayal kırıklığı muhalif seçmenin değişim talebi dayatması soruyorum 1972de smet nönüyü devirerek chp genel başkanı bülent ecevit nönüye ihanet smet paşayı hançerledi toplumun patlayacak atmosferi değişimi istiyordu ecevit nönüye ihanet kılıçdaroğlu baykala özel kılıçdaroğluna kimseye tuzak kurmadı siyasetin doğal akışı değişimi gerektirdi kılıçdaroğlunun sözüne takıldım demiş kişi uzun süre genel başkanlık yapmamalı genel başkan değişecekse partisini güvenli limana taşımalı güvenli limanda değişiklikler gerçekleşmeli güvenli liman neresi kılıçdaroğluna mayıs yenilgisinden defalarca soruldu neresi söylemedi özel chpyi güvenli limana soktu 35 il 38 oyla chp gemisini güvenli limana bağladı muhalefete moral verdi ktidarın psikolojik üstünlüğünü elinden aldı erdoğan gündür bugündür yalpalıyor chp başarıyı elde edemeseydi chp çoktan karışmıştı özel hafta yerinde kalamazdı genel başkanlığa demir çakmaya başladı başarının önünde duramaz hanet meselesine dönersek ngiltereden örnek vereyim 1997 2007 arasında ülkeyi yöneten tony blairin irak savaşına ülkesini abdnin baskısıyla soktuğu anlaşılınca partisi al aşağı edildi dikkatinizi çekerim seçmen partisinin milletvekilleri istifaya zorlardı 2007 seçime kala blair koltuğunu bırakmak zorunda kaldı evine döndü milletvekilleri ihanet etmiş hançerlemiş maliye bakanı gordon brown geldi 2010da seçime girdi kaybetti evine döndü milletvekilleri ihanet etmiş hançerlemiş ed miliband geldi çabaladı 2015 seçimini kaybedince dersiniz evine döndü milletvekilleri ihanet etmiş hançerlemiş koltuğunu corbyna bıraktı başarılı olamadı 2019 seçimini kaybedince kendinden öncekilerin yolundan gitti evine döndü milletvekilleri ihanet etmiş hançerlemiş muhafazakar parti 2010 yılından iktidar başbakanı genel başkanını değiştirdi iktidardayız susmadı değişim gerekiyor dediler değiştirdiler bizde siyaset olmalı vefa bağlılık kavramlar eski dönemde kaldı başarı seçim kazanmak yetmiyor toplumun taleplerini getirme kabiliyetinin gerekiyor
çocuk festivalinde bira çtim,rotterdamdayım pazar günü kidsstok festivali kralingse gölünün yanında katıldım tek başıma yaşındaki torunumla dev alanda çocuklar istersen atlı karıncadan dönme dolaba kukla gösterisinden tiyatroya aklınıza gelirse yiyecek içecek gırla biletin alındığı internet sitesinde çocukları festival kültürü tanıştırmak düzenlendiği yazıyordu şaşırdım milli manevi değerlerimizi korumak festivalleri yasaklıyoruz tersi geleneği sürdürmek çocuklara festival kültürünü aşılamak istiyor festivale gittim lk dikkatimi çeken ebeveynlerin elinde bira şarap bardakları çocuk şenliği alkol aman allahım türkiyede büyükler festivalinde alkol yasak doğrusu alkol tüketilir festival yasak hatırlayın fethiye belediyesinin düzenlediği fest burhaniyedeki zeytinli rock festivali eskişehirdeki anadolu fest tuncelideki munzur kültür doğu festivali zonguldak kozlu müzik festivali gökçeada meryem ada panayırı yıldız üniversitesi bahar şenliği odtü bahar şenliği melek mosso konserleri aynur doğanın sahne alması sebeple yasaklandı eski çişleri bakanı süleyman soylunun emriyle allah allah adamlar çocuk festivali düzenliyor büyüklere alkol serbest olacak iş geçen çukurova rock festivali sebeple yasaklanmadı gerekçe aynen şuydu etkinliğin yapılacağı yer çevresinde alkol satışı yapan iş yerlerinin bulunmasından etkinliğe katılacaklar arasında yaşı küçük şahısların bulunacağı göz önüne alındığında alkole dayalı cinsel saldırı kasten yaralama hırsızlık vb asayiş olaylarının yaşanabileceği bizde etkinliğe katılacak yaşı küçük şahısların olabileceği düşüncesiyle festival yasaklanıyor hollandalılar çocuk festivalinde bira şarap reyonları kurmuş ebeveynlere satıyor anne babalar dede nineler çocuklarının yanında şaraplarını yudumluyor terslik olmalı düşündüm çocukların temeli sağlam iyi yetiştirmediğimiz anında ahlakları bozuluyor milli manevi değerlerimizden kopuyor kopmamaları festivaller yasaklanıyor çocukların temeli sağlam iyi yetiştikleri anında ahlakları bozulmuyor kisinden insanımız alkol alınca anında etkileniyor cinsel taciz hırsızlık kasten yaralama olaylara sebebiyet veriyor hollandalılar alkolden etkilenmiyor kadınlara kızlara çocuklara sarkıntılık akıllarının köşesinden geçmiyor kisinden diyelim çocuklarımızın ahlakı hemen bozulduğu erkeklerimiz sapık çocukların alınmadığı büyükler düzenlenen festivaller yasaklanıyor çocuklarının ahlakı kolay kolay bozulmadığı erkekleri sapık çocuk festivalinde bira şarap içilmesine izin veriliyor kisinden tuhaflık onlarda bayram günü sorduğum soruya bakın
müsrif ktidar havlu attı,erdoğan 31 mart seçiminden meclis kürsüsünden bitti demeden bitmez bağırmıştı erdoğanın maliye bakanı dün ringe havluyu attı üstü kapalı bittik tükendik demek istedi düşünüyorum mehmet şimşekin açıkladığı paket harfiyen uygulansa 100 lira tasarruf sağlanacak koskoca türkiye cumhuriyeti duruma düştü 100 lira bulamayacak kötü durumda cumhurbaşkanı yardımcısı hazine maliye bakanı araç kiralanmayacak bina tutulmayacak otellerde toplantı yapılmayacak kokteyl verilmeyecek ciddi ciddi basın toplantısı yıllar çerez parası dediği miktarda tasarruf yaparak kurtulacağımızı söyledi enflasyonla mücadele edecekmişiz geçiniz maliye bakanının açıklaması ktidarın yerel yönetimlerle birlikte har vurup harman savurduklarının itirafı ktidarın hazineyi patlattığının kanıtı srafın belgesi müsrif yönetimin havlu atığının fotoğrafı çerez parasına kaldığımızın göstergesi maliye bakanı miktarın tc çerez parası söylüyorsa tasarruf kandırmaya çalıştı aldatmak basın toplantısı düzenledi 100 milyara muhtacız tasarruf şemsiyesiyle ortada aldatmaca göz boyama maj tazeleme 31 mart yenilgisinden ortaya çıkan israfın üzerini örtmek yabancı menşeli araç kullanılmayacakmış alman araçları kamunun alayı yabancı menşeli araçlarla dolu mercedese bmwye kurulanlar araçları geri verecek güldürmeyin verse diyanet şleri başkanının makam aracı varmış audi a8den iner nmez adam memleket edasıyla dolaşıyor bakanlar üst düzey bürokratlar tibar maskesi altında arabalarını yarıştırıyorlar makam odalarını yarıştırıyorlar konutlarını yarıştırıyorlar tatillerini yarıştırıyorlar harcamalarını yarıştırıyorlar lira bütçe açığı 100 tasarruf ederlerse yakayı araya getirecek iş enflasyonun inmesi zihniyet değişmesi lazım rejimin değişmesi lazım kere türlü
saray uçtu mangalda kül bırakmadı,meclis başkanı hafta parti genel başkanlarını ziyaret anayasa girişimde bulunacakmış baştan söyleyeyim nafile turlar nafile girişim olacağını meclis başkanı biliyor istenen nafile turlarla yapıyormuş görünmek akp iktidarının ihtiyaca birincisi gündeme yeniden hakim ekonomiyi ikinci plana atmak insanların sabah akşam hayat pahalılığından konuşmasını engellemek kincisi çekilen sıkıntıların müsebbibi birilerini hedef tahtasına koymak anayasa akpnin istediği türde anayasa değişikliğine demeyen muhalefet fatura birilerinin sırtına yüklenecek hazırlık yönde efendim sivil anayasa yapmanın sırası gelmişmiş türkiye darbe ruhunun özünde taşıyan anayasa metninden kurtulmalıymış anayasa dar geliyormuş miş mış muş bakın anayasanın dar geldiği sözüne katılıyorum 1982 anayasası dar gelmişti akpnin 2010 anayasası dar geldi hele hele 2017 anayasası boğazımızı sıktı özgürlükçü anayasa pazarladıkları değişik tek adam rejimini getirdi tek adamın anki ruh haliyle vereceği karara bağlı dudağının arasında gelin işe buradan başlayalım kusurlu demokrasi otokrat rejimden kat kat iyidir türkiye kusurlu demokrasiyi denedi otokrat rejimi kararı verin etrafınıza bakın kendinize bakın arkanıza yaslanın türkiyenin tek adam rejimine geçtikten nereden geldiğini düşünün yıldır yüzümüz güldü meclis aritmetiğine bakıyorsun cumhur ttifakı birleşenlerin anayasa sayısal çoğunluğu muhalefeti ikna etmek zorundalar imkansız aralarında derin görüş ayrılığı muhalefet partileri chp parti saadet deva dem dp ti p emek partisi demokratik bölgeler partisi parlamenter sistemi savunuyor ktidar ortakları tek adam rejimini buradan anayasa çıkar çıksa çıksa meşguliyetle oyalama çıkar sarayın baş hukuk danışmanı uçum dün akşam saatlerinde anayasa istediklerini açıkladı cafcaflı sözler sivil anayasa kuşatıcı anayasa koruyuşu anayasa özgürlükçü anayasa sosyal anayasa gelişkin demokrasiye imkan veren anayasa milli anayasa gerekliymiş okuyunca vay be dedim seçkinlerin halkın talep iradesine cevap verecek sivil anayasa istiyorlarmış hak özgürlüklerin esas sınırlamanın istisna özgürlükçü anayasa lazımmış güldürmeyin akp iktidarı yıllardır tersini özgürlüklerin sınırlamayı esas alan hak özgürlüklerin istisna politika izliyor adil gelir dağılımına geçişi sağlayacak sosyal anayasa şartmış üstekinden alacaklar alttakilere vereceklermiş satırları yazan mehmet uçuma sormak isterim merkez bankası 818 zarara uğradı yoksuldan alıp zengine vererek zenginin parasını koruyarak zengini enflasyona ezdirmeyerek baş danışman tersini söylüyor güzel sözler şatafatlı sözler boş sözler nandırıcılığı sözler bunca yılın deneyimiyle küçük öneri anayasa değişikliğiyle ilgilenmeyin söylenenleri dinlemeyin erdoğan tek adam olmuş vazgeçer geçmez eeee neye konuşacağız yeniden seçim olmadan iktidar gitmeden anayasa değişikliği
erdoğan 5a düştü,dönem erdoğanın ağzından çocuk sözü düşmüyordu nikah törenlerine katılır evlilik cüzdanını verirken söz verin çocuk ha söz isterdi yıllarda erdoğanın ağzından çocuk lafını duydunuz konuda konuda iddiasını unuttu sessizliğe büründü dün akşama düne unuttu nedeni belli erdoğan iktidara geldiğinde kadın başına doğurganlık oranı çocuktu indi 2002 yılında iktidar olduğunda düzgün üreme oranımız 21 yıllık iktidarı sonunda 5a indi yetmez diyordu yarısına düştü nedeni belli erdoğan ülkeyi kötü yönetti insanlar tek çocukla yetinmek zorunda kaldı çocuğu bakacak geliri zengin sınıfına girdi çocuk yapana trilyoner denildi giderse tek çocuğu olana gıpta erdoğan sayesinde türkiyede para çocuk meselesi şundan ülkenin nüfusunu koruyabilmesi genç nüfusun yaşlılara bakabilmesi kadın başına düşen doğurganlık oranının lazım tayyip erdoğandan sorunumuz yoktu sağlıkta eğitimde ekonomide üretimde tarımda hayvancılıkta aklınıza alanda doğum oranında doğan çocukların yaşama oranında erdoğan dün akşam kabinesiyle toplantıdan meseleye değindi gidişatın kötü beka meselemiz söyledi insanları çiftleşmemekle suçladı doğurganlık oranının inmesinin felaket ilan haklı haklı müsebbibi ülkeyi hale getirdi insanlar çocuk yapmaktan korkmaya başladı dürüst besleyemeyiz okutamayız iş güç sahibi yamamayız yaşatamayız erdoğanın alanda ülkeye verdiği tahribatı yılda onarırız bilmem uzun yıllarımızı alacağını biliyorum
sayın erdoğan vakti saati geldi,akpliler hafta sonu kızılcahamamda kampaydı seçim sonuçlarını memleketin durumunu değerlendirdiler genel başkanları erdoğan açılış dün kapanış konuşması dünkü konuşmasında hamas filistin halkı topraklarını savunmuyor zamanda arz mevüd hezeyanına anadolu savunuyor fazla abartılı buldum arz mevüd vadedilmiş topraklar demek harrana uzanıyor hamas olmasa srail anadoluya el atacak urfayı koparacak harranı alacak bizlerin eli armut topluyor millet kurtuluş savaşını kazanmış millet millet ülkesini işgal edenleri kovmuş millet millet bağımsızlığını ilan mazlum halklara örnek olmuş millet idüğü belirsiz hamas denen örgüte kaldık aklıma geldi akp iktidarı suriye sınırını sraile kiraya verecekti srail mayınları temizleyip tarım yapacaktı muhalefet çıkınca erdoğan paranın dini imanı demişti hatırladınız çıkmışız direnmişiz ses çıkarmasaydık srail komşuyduk günden bugünlere geldik erdoğanın söyleyecek sözü kalmadığı hamasetin ipine asılıyor bitenin tek kelimelik özeti hamaset sık sık enflasyonu tek haneye indirdiysek indiririz geçmişte başardık inşallah başarırız enflasyonu çıkardı sormuyor soramıyor bugünkü mevzumuz erdoğan kızılcahamam kampının açılış konuşmasında milletimizin başta değişim yenilenme talebi sandık sonuçlarıyla ulaştırdığı beklentilerin farkındayız gereğini vakti saati geldiğinde mutlaka yapacağız seçim vakti saati gelmedi geçen hafta emekliler meydandaydı dün rizede çay üreticileri başkaları olacak türkiye rayından çıktı çivisi çıktı derler toparlanması zor seçim olmadan güven ortamı oluşmadan iktidar ağzıyla kuş tutsa takla atsa seçmen kandırıldığını aldatıldığını geçte anladı 2023 yılının mayıs ayında seçim hileli seçimdir anlaşılmasın sandıkta hile yapılmadı ekonominin göstergelerinde hile yapıldı söylemde hile yapıldı vaatlerde hile yapıldı propaganda hilesi yapıldı nsanlar ülkenin düzlüğe çıktığına inandırıldı kara kışın bittiğine yazın geldiğine seçmen kandırıldı temizlemenin duyguyu etmenin tek yol seçim yolu yordamı yüzden sayın erdoğan vakti saati geldi diyorum
yeter halkı kandırmayın,akp döneminde anayasa değişikliği yapıldı 2010da 2017de 2007 yılında cumhurbaşkanının halk seçilmesi anayasa değişikliği yapıldı akpnin inisiyatifi dışında gelişti dönemin siyasal şartları nedeniyle mecburiyetten akp anayasa değişikliğini 2010 yılında hatırlayın günleri 12 eylülden hesap soracağız yola çıktılar özgürlüklerin sınırının genişleyeceğini iddia ettiler 12 eylül cuntası döneminde ölenler işkence görenler gözyaşı döktüler hüngür hüngür ağlayanları halk inandı referandumda oyunu bastı halka gerçeği söylemediler halkı kandırdılar şin kokusu geçmeden çıktı anayasa değişikliğini isteyen fethullah gülenmiş fetöcülerin yargıyı ele geçirme operasyonuymuş amaçları polis savcı yargıç üçgenini çalıştırarak insanlara tezgah kurmanın kumpas kurmanın iftira atmanın yolunu açmakmış hedefleri atatürkçü subaylar sosyal demokrat akademisyenler yazarlar çizerler aydınlarmış başarılı oldular 2010da akpnin kurguladığı anayasa değişikliği özgürlük cezaevini getirdi 2017 yılında benzer kampanya yapıldı kuvvetler ayrılığı kesin çizgilerle ayrılacak yasama güçlenecek yürütme denetlenecek kararlar hızlı alınacak devlet hantallıktan kurtulacak laf söylediler halkı kandırdılar söylediklerinin tersi demokrasi törpülendi tek adam rejimi kuruldu sivil toplumun başına balyozla vuruldu hak arayanlar terörist ilan edildi otokrat rejim alanda hissettirdi 31 martta ağır seçim yenilgisi alan akp anayasayı değiştirme hamlesiyle gündem çalma derdinde görev numan kurtulmuşa verildi partileri ikna etme turuna çıkacakmış sivil anayasaya ihtiyaç varmış akpnin istediği şekliyle ucube rejimi sonlandıracak anayasa değişikliğine ihtiyaç 31 mart seçim sonuçlarının verdiği mesajı getirecek anayasa değişikliğine ihtiyaç merak ettiğim başta saray akpliler anayasanın maddelerinden hoşnut maddeleri rahatsız ellerini kollarını bağlıyor 1921 anayasasına gönderme yapıp cafcaflı sözlerle perdeleme yapacaklarına amaçlıyoruz desinler gerçek niyetlerini söylesinler laiklik ilkesi rahatsız fiilen kuvvetler ayrılığı kavramı işlerine gelmiyor nedir dertleri cumhurbaşkanında padişahların elinde yetki dudağının arasında hesap sorulamıyor bırakın hesap sormayı anayasaya soru sorulamıyor mesela merkez bankasının 818 lira zarar etmesinin sorumlusu hükümet hükümet dediğimiz tek kişi kişiye sorulamıyor kimsenin soru sorma yetkisi gücü demokratik ülkelerde anayasal kural olamaz istiyorlar 2010 2017 altında vardır bi köpoğlu halkı kandırabilirler bilmiyorum asıl amaçlarını gizleyecekleri pembe tablolar çizecekleri gerçek ünlü hikayeyle noktayı koyayım 1968 yılında ay yolculuğuna çıkacak neil armstrong çöl koşullarında hazırlık yaparken yaşlı kızılderili görüşmek ister armstrong kabul eder yaşlı kızılderili aya gidecekmişsin atalarımız gidince notu okur musun kağıt uzatır armstrong kâğıda bakar kızılderili lisanıyla yazılmıştır anlamaz merak eder lisanı anlayan kızılderili bulunur notu okuması istenir yaşlı kızılderili yazmış adam derse desin inanmayın kandırmaya topraklarını çalmaya geldi diyorum tbmm başkanı kurtulmuş derse desin inanmayın sivil anayasa özgürlüğünüzü çalmaya otoriter rejimi tahkim etmeye tek adam rejiminin ilelebet daim kılmaya uğraşıyorlar sefer kanmayın
