Başlık,Metin
bireysel boykot yanlıştır partisel boykot zordur,sütunda 21 ocak pazar günü yazdığım yazıda demiştim türkiye anayasa mahkemesi kararlarına uyulmayan açıkça anayasa darbesi ortamda güya adil şeffaf yargı denetiminde sözde demokratik yerel seçimlere gidiyor muhalefet partilerinin yerinde olsam aym kararları uygulanana seçimleri boykot ederdim iktidarın anayasa mahkemesi kararlarına uymadığı ortamda sözde yargı güvencesiyle seçim muhalefet doğrudan doğruya boynunu giyotine uzatmak anlamına gelir üstelik iktidarın yskyi kullanarak seçimleri yozlaştırdığı 16 nisan 2017 halkoylamasında sonraki seçimlerde baskı dezenformasyon yöntemleriyle tarihe geçti 22 ocak pazartesi günü kongar org adresindeki haftalık yorum yazım güncelde gazetedeki yazıma göndermede bulunarak anayasa darbesi yapan iktidar darbeyi sürdürdüğü sürece seçim güvenliği söz konusu olamayacağı muhalefet partilerinin yerel seçimleri protesto gerektiğini tekrarlayarak demiştim türkiye beğenilen mobilyaları bi tıkla kapınızda koleksiyon mobilyaları görmeye davetlisiniz ürünl erimizde lansman özel fiyatları sizleri caddeyıldıza caddeyıldız keşfet muhalefet parti leri ni n yeri nde olsam aym kararlari uygulanana seçi mleri boykot ederdi m kti darin anayasa mahkemesi kararlarina bi le uymadiği bi r ortamda sözde yargi güvencesi yle seçi m muhalefet çi n doğrudan doğruya boynunu gi yoti uzatmak anlamina geli r gazetesini izleyenler bilirler yazılarımı eski adı twitter xte facebooktaki hesabımda instagramda takipçilerimle dijital medyadaki kamuoyuyla paylaşırım yukarıdaki yazılarımı paylaşınca tepkilerden derdimi iyi anlatamadığımı anladım okurlarımın boykot önerimi bireysel boykot algılamışlardı sevgili okurlarım sakın bireysel boykotu savunduğumu sanmayın tersi bi reysel boykottan yana deği li m bireysel boykotun kullanılmayan oyun iktidara yaradığı bilimsel gerçektir amacım iktidarın aym kararlarına uymamasıyla gerçekleştirilen anayasa darbesi yaşanan ülkemizde seçim yapmanın zorluğuna anlamsızlığına dikkat çekmek olanaklı muhalefet partilerinin konuda birleşik eyleme gitmesini sağlamaktı boykot gecikmiş eylem olacaktı boykot 2014 seçimlerinde başbakan recep tayyip erdoğan görevinden istifa etmeden yetkileri cumhurbaşkanlığı seçimine katıldığı yapılmalıydı boykot protesto 16 nisan 2017 halkoylaması sonuçlarının yasadışı oy sayımlarına dayalı ilan edileceğinin açıklandığı sırada yapılmalıydı boykot ohal baskıları altında gidilen 2018 seçimlerinde yapılmalıydı boykot 2023 seçimlerinde anayasanın aday olunabileceğine ilişkin açık hükmüne aykırı erdoğan üçüncü cumhurbaşkanı adayı yapılmalıydı yazık demokrasi bilinci seçmende siyasal partilerimizde eksik partilerin gittikçe otoriterleşen baskıcı iktidarı bağımsız yargının denetleyeceği demokratik serbest şeffaf adil seçim yapmaya zorlayacak boykota katılmaları zor ülkede bağımsız yargı kaldı şimdiye seçimlerdeki haksızlık hukuksuzluklarına yskyi alet şahsım devleti anayasayı askıya almış 2024 yerel seçimlerine gidiyor partilerin dikkatini noktaya çekmek istedim partinin seçimleri tek başına boykot sonuç vermez
anayasayı ihlal suçu işlendiğinde,anayasa mahkemesinin can atalay konusunda üst üste verdiği hak ihlali kararına stanbul 13 ağır ceza mahkemesi yargıtay ceza dairesi uymadı yargıtay ceza dairesi anayasa mahkemesinin kararını imzalayan üyeleri hakkında suç duyurusunda bulundu anayasaya uyma yemini etmiş cumhurbaşkanı konuda hakem görevi üstlendiğini söyledi yargıtaydan yana tavır belirtti tbmm başkan vekili akpli eski adalet bakanı bekir bozdağ yargıtay kararını mecliste okutarak atalayın milletvekilliğini düşürdü süreç süresince aralarında hukuk profesörlerinin kişi tutum davranışın anayasayı ihlal anayasaya sivil darbe anlamını taşıdığını anayasayı korumak direnme hakkımızın doğduğunu yazdık anayasa mahkemesi başkanı zühtü aslan yargıtay başkanının katılmadığı cumhurbaşkanının katıldığı anayasa mahkemesindeki törende yukarıdaki süreç hakkında söyledi temyizden geçerek kesinleşmiş yargı kararlarından anayasa mahkemesinin verdiği karar yorumdan görüş farklılıklarının yorum farklılıklarının bulunduğu gerekçesiyle anayasa mahkemesi kararlarına uyulmamasının anayasal yasal zemini temeli yoktur hukuk devletinde katılmasak kararlara uyulması anayasal zorunluluktur anayasanın ihlal edilen maddeleri anayasa madde 153 anayasa mahkemesi kararları resmî gazetede hemen yayımlanır yasama yürütme yargı organlarını idare makamlarını gerçek tüzelkişileri bağlar anayasa madde 104 cumhurbaşkanı anayasanın uygulanmasını devlet organlarının düzenli uyumlu çalışmasını temin eder cumhurbaşkanlığı yemini anayasaya bağlı kalacağıma türk milleti tarih huzurunda namusum şerefim and içerim milletvekilliği yemini hukukun üstünlüğüne anayasaya sadakattan ayrılmayacağıma türk milleti önünde namusum şerefim and içerim anayasa emanet koruyacak anayasanın başlangıç bölümünde demokrasiye âşık türk evlatlarına verilen görev türk vatanı milletinin ebedi varlığını yüce türk devletinin bölünmez bütünlüğünü belirleyen anayasa sözüne ruhuna saygı mutlak sadakatle yorumlanıp uygulanmak türk lleti tarafindan demokrasiye âşık türk evlatlarının vatan millet sevgisine emanet tevdi olunur anayasa madde 148e anayasa mahkemesine verilen görev anayasa mahkemesi cumhurbaşkanını türkiye millet meclisi başkanını cumhurbaşkanı yardımcılarını bakanları anayasa mahkemesi yargıtay danıştay başkan üyelerini başsavcılarını başsavcıvekilini hâkimler savcılar kurulu sayıştay başkan üyelerini görevleriyle suçlardan yüce divan sıfatıyla yargılar anayasayı korumak direnmek görevi başta iktidar kaydıyla varlıklarını meşruiyetlerini anayasadan alan siyasal partilerin görevidir ktidar bırakın anayasayı korumayı tersine ihlal ediyorsa anayasayı korumak direnmek anayasa mahkemesinin öteki yargı organlarının siyasal partilerin devlet kurumlarının vatandaşların görevidir yerde anayasayı korumak direnmeli anayasa mahkemesi yetkili mahkemeler anayasayı ihlal suçu işleyenleri yargılamalıdır
oligarşi tarikatlar,oligarşi terimi rejimi grubu tanımlar rejim oligarşi kısaca çıkarları küçük ayrıcalıklı grubun insanları aldatmak baskı kurmak yoluyla sömürmesine dayalı yönetim biçimidir günlük dilde sömürüyü yapan ayrıcalıklı küçük yönetici gruba oligarşi adı verilir siyaset ülkenin toplumun güvenliğini sağlamak üretimini paylaştırmak kararlarını verecek yöneticileri belirleme denetleme etkinliğidir siyaseti kimlerin iktidar olacağını belirleme denetleme yöntemi ülkenin toplumun üretim biçimine bağlıdır şte oligarşi insanlığın üretim biçimlerindeki dönemlerinde oluşur toplayıcı avcı dönem aile aşiret reis kaba kuvvetle yönetir şletmeler memnuniyet paraşüt öneriyor fatura programı paraşüt memnuniyet skoruna paraşüt gelin mutlu patronlar ımız arasına katılın paraşüt muhasebe kayıt ol din tarım dönemi asiller krallar sultanlar din adamları tarikatlar inançlara geleneklere kaba kuvvete dayanarak yönetirler endüstriyel kentsel dönem seçimle iktidara gelenler başkanlar başbakanlar aileleri küçük grupları adına toplumu sömürmeleri doğal normal halkı mutlaka aldatarak baskı altına alarak yönetirler oligarşi terimi endüstriyel kentsel dönemlerde sandıktan çıkan yöneticilerin halkın çıkarlarını küçük gruplarının menfaatlerini düşündükleri beslemek demokratik rejimi yozlaştırarak toplumu sömürdükleri olumsuz rejimi belirtir oligarşik rejim genellikle demokrasi görünümü altında sözde özgür özde baskı altındaki seçim mekanizması halka yutturulur rejimdeki oligarşi gruplardan meydana gelir ktidara ortak siyasal partilerin merkez taşra örgütlerinin yöneticileri milletvekilleri ktidarla iç içe geçmiş ayrıcalıklı sermaye grupları devlet iktidarla özdeşleşen üst düzey sivil asker bürokratlar yargı mensupları ktidarı desteklemek uğruna mukaddes din değerlerini siyasal saptıran din adamları iktidara destek veren din örgütleri mezhepler tarikatlar dernekler vakıflar görünümündeki uzantıları ktidara destek veren örgütlü suç çeteleri mustafa kemal atatürk cumhuriyeti kurduğunda demokratik rejimi hedeflediği türkiye cumhuriyetinin baskıcı din devletini savunanlar elinde oligarşiye dönüşmesini önlemek amacıyla otoriter yapıya sahip otoriter rejimi savunan tarikatları yasaklamış inançlar üzerinden türlü baskıyı engellemek laikliği anayasal ilke haline getirmiştir laikliği savunurken demokratik cumhuriyetin otoriter yapıya sahip otoriterliği savunan tarikatların kucağında gelişemeyeceğini sürekli vurgulamalıyız
akp stanbulu alıyor divide et impera,emperyalizm faşizm ele ele kol kola içeriden dışarıdan teknolojik ideolojik baskılarla ekonomik politik kültürel saptırma yönlendirmelerle ülkeyi baskıyla korkutarak susturarak sınıfları dinleri mezhepleri ırkları kültürleri cinsiyetleri birbirlerine düşmanlaştırarak milli radenin bağımsızlığını bütünselliğini bölerler yönetirler otobid ücretsiz ekspertiz otobid fiyatı gör bölgenin ülkenin kaynaklarını iktidarlarını sürdürmek sürekli sömürürler sevgili okurlarım modeli sakın uydurduğumu sanmayın emperyalizmin faşizmin kol kola dünyayı dünyadaki bölgeleri ülkeleri bölerek yönettiği tarihsel bilimsel gerçektir başlıkta kullandığım latince divide et impera böl yönet deyişi roma mparatorluğu döneminden gelir lk çağlardaki roma mparatorluğundan yola çıkan divide et impera günümüzün bilişim çağında böl fethet çöz anlamında bilişimde kullanılır bilişimde algoritma analizinde kullanılan sorunu algoritmayı küçük parçalara bölerek çözümlemeye çözmeye algoritmalar oluşturmaya dayalı yaklaşımlardan birisidir roma mparatorluğundan günümüze dönemde etkili kullanılmıştır örneğin osmanlı mparatorluğu zayıflamaya başlayınca balkan ülkelerini mparatorluktan ayırmak izlenen böl yönet politikası siyaset bilimi literatürüne balkanlaştırma balcanisation girmiştir örneğin batılı emperyalistlerin eastern question tanımladığı osmanlı mparatorluğunun bölüşülmesi sevr antlaşması uygulamaya koyulmuştur örneğin ngiltere fransanın ortadoğudaki böl yönet politikası ortadoğuyu din mezhep kabile aile esasına ülkelere bölmüş olmakla birlikte politika bölmeler devam etmektedir örneğin asyanın afrikanın sömürgeleştirilmesinde emperyalist batı ülkeleri buralarda böl yönet yöntemini kullanmışlardır örneğin sovyetler çöktükten rusya 15 yugoslavya ülkeye bölünmüştür dış politika ilgilenenlerin bildiği özdeyiş vardır suda balık kavga ediyorsa bilin oradan ngiliz geçmiştir politika abd ortadoğuda kuzey afrikada güney asyada bölgelerde etkili biçimde kullanılmaktadır merdan yanardağın kitabındaki tanımla abd projesi akp stanbulu 1994 seçimlerinde sağ sol partilerin aralarında bölünmesinden yararlanarak 25 düşük oyla ele geçirmişti oradan türkiyeye sıçradı ülkeyi bugünkü karanlığına taşıdı anlaşılıyor 31 marttaki seçimlerde stanbulu aynen böl yönet yöntemiyle tekrar ele geçirecektir sadık usta dün sosyal medyanın x eski twitter platformunda diyordu felaketle sonuçlanacak yere gidiyoruz sol parçalı birbiriyle uğraşıyor chp içten parçalandı birbiriyle uğraşan kliklere ayrıştı 6lı masa birbirine çelme takıp duruyor güçlenenlerse diyanet eğitim üzerinden beslenen tarikat mafya cemaatler emperyalizm faşizm ittifakı konusunda söylenecek söz unutmayın anda ktidarın sivil anayasa darbesini yaşıyoruz küçük domatesin kilosunun fiyatı 100 lira olmuş
ktidar eliyle yoksullaştırılmak köktendincilik deprem,tüi k devlet kurumu enag gönüllü kuruluş dün kuruluş enflasyon oranlarını açıkladı tüi k yıllık enflasyonu 64 86 ocak ayı enflasyonunu belirtti enag yıllık enflasyonu 129 11 ocak ayı enflasyonunu 38 ölçmüş özetle gerçek fiyat artışı tüi kin açıkladığı oranın misli oranlar ilgilendiriyor tüi k enag oranları arasındaki fark halkın genel oranda yoksullaştığını gösteriyor fiyatlar enagın açıkladığı oranda artıyor devlet maaşlara ücretlere tüi kin ilan orana zam insanlar fiyat artışlarının yarısı oranında zam aldıkları ay gerçek enflasyon oranının yarısı gelir kaybına uğruyor vergi ödüyoruz yiyecek içecek vergileri vasıtalı vergi oldukları yoksul zengin vergiyi ödüyor enflasyon cebimizdeki parayı eksiltiyor cebimizden eksilen paralar gidiyor masraflarla birlikte tüi k memurlarının maaşlarının ödenmesine işin kara mizah tarafı özetle cebimizden çıkan para cebimizden para alınmasını sağlamak enflasyon oranını düşük gösteren tüi k mensuplarının maaşlarının ödenmesinde kullanılıyor tüi k mensuplarının maaşları devlet bütçesi devede kulak üstelik düşük enflasyon oranı açıklamak çalışan memurların tercihi ilan edilen oranlar iktidarın emri baskısı düşürülüyor iktidar paralarımızı kullanıyor vergiler harçlar bunlara ek enflasyonla cebimizden çıkan paralar iktidarın oligarşisini beslemek kullanılıyor oligarşi deyince aklınıza aile akraba eş dost yandaş müteahhit partili iş insanı üst düzey bürokrat politikacı gelmesin tarikatlar uzantıları oligarşinin bölümünü oluşturuyor ülkemize tehdit köktendinciliğin iktidar desteklenmesi anlamına destek doğrudan para aktarmakla yandan şeriat söylemleriyle dini siyasete alet etmekle yandan halkı yoksullaştırıp cahil bırakarak tarikatlara yönlendirmekle sağlanıyor depremin birinci yıldönümünde tarikatların deprem bölgelerindeki etkinliklerini bağlamda değerlendirmek gerekir
uğur mumcu öldürüldü,sevgili okurlarım uğur mumcunun dinci faşistler alçakça katledilmesinin yıldönümü değerli gazeteci yazar dostum ideal arkadaşım uğur mumcu türkiyeyi bugünlere getirmek öldürüldü uğurun katledilmesi emperyalistler uşakları dinci etnikçi teröristler türkiyeyi istikrarsızlaştırarak bugünkü yapıya taşımak işlenen cinayetler serisinin zirve noktasıydı katillerini yakalayan dönemin çişleri bakanı sadettin tantan işık kansu söyleşide gerçeği açıklığıyla kamuoyuyla paylaşmıştı yetiştirilmiş uyuyan örgütlerdi operasyonla ortaya çıktı randaki devrimden türkiyeden oraya giderek yetiştirilen yıllar içerisinde türkiyede kullanılması uykuya yatırılmış örgütlerdi uyuyan örgütlerin içerisinde başörtüsü eylemine katılanlar çıktı uykuya yatırılmış sürü örgütlerin olabileceği anlaşıldı özetle türkiye siyasal cinayetlerle dizayn edildi genel yayın yönetmenimiz mine esen dün uğur mumcunun tanımlayan sözlerini özetlemişti atatürkçüyüm cumhuriyetçiyim laikim antiemperyalistim bağımsız türkiyeden yanayım insan hakları savunucusuyum terörün karşısındayım yobazların vurguncuların çıkarcıların düşmanıyım uğur kişi bunlardan fazla özelliklere sahipti zekiydi çalışkandı dürüsttü namusluydu düşünür iyi yazar iyi araştırmacı gazeteciydi yurtseverdi sosyalistti cesurdu kavgacıydı şakacıydı sevgili uğur mumcuyu okurumuzun yazdığı halk şiiri anmak istiyorum uğura sesleni ş mustafa aydinli yoktu eşin benzerin doldurulur bilmem yerin halkına mal eserin halkının sevgisin gör uğur mumcu sterler sezmesin aydın düşünmesin kalem yazmasın halkı uyandırıp işi bozmasın yaşatmak isterler kör uğur mumcu boştan yere yobazlara çatmadın yıldır adım atmadın onurunu kalemini satmadın yar idin halkına yar uğur mumcu moda boyaya boyanmak solcu yatıp sabah sağcı uyanmak zor imiş yokluğuna dayanmak yanıyor yüreğim kor uğur mumcu yılanın başını seze gelmiştin gerçeği korkmadan yazagelmiştin yılmıştın dize gelmiştin idin dünyada uğur mumcu çıkarını savunurken halkının korkusuydun nice hırsız tilkinin duruşunla akıydın ülkenin gönüllere ettin yer uğur mumcu kuvayi millici kalpaklı idin milletin vicdanı aklı idin susturdular haklı idin gerçek aydın zor uğur mumcu bilgisiz düşünce olamaz derdin hakkı arkaladın haksızı yerdin kutsal davada canını verdin davaya aday uğur mumcu ardından verilen namus sözleri gelmiyor üzer bizleri ortalığa saçtın nice gizleri kalemin gençliğe ver uğur mumcu aydınlı içimi döker söylerim acıdan bağrımı söker söylerim katillerin belli çıkar söylerim susmaktır aydına ar uğur mumcu not akşam saat 20 00de kadıköy caddebostan kültür merkezinde uğur mumcu konusunda konferans vereceğim
chpnin iletişim hatası,dün internet sitem kongar org adresinde medyaya yansıyan kemal kılıçdaroğlu yediğimiz öğlen yemeğinin iç yüzünü chpdeki değişim hakkındaki düşüncelerimi yazdım 14 28 mayıs seçimleri iktidarın oyunlarını geçersiz kılacak farkla kazanılamadı sorusunun yanıtları hâlâ aranıyor konuda spekülasyon kılıçdaroğlunun esas hatasının chpyi sağa kaydırması örneğin laikliğe yeterince önem vermediğini belirtmiştim şimdiye üzerinde durulmayan iletişim hatasından söz etmek istiyorum hata hâlâ devam chp dünyamızın dijital döneme girmiş olmasından abd seçimlerinde sosyal medyanın etkin kullanılabilmiş olmasından etkilenerek propaganda döneminde kitle letişim araçlarına televizyona klasik sosyal medyaya önem verdi vatandaşla yüze temasa kılıçdaroğlunun adalet yürüyüşü seçim öncesinde miting dışında önem vermedi şte noktada ölümcül iletişim hatasına geliyoruz türkiyede kitle letişim araçları seçmene ulaşmakta yetersiz kalıyor erdoğan akp iktidarı ülkeyi öylesine böldü kamplaştırdı düşmanlaştırdı ülkenin dinle aldatılan nakit ayni sadakaya bağımlı hale getirilen seçmenleri doğrudan iktidarın denetimindeki kitle letişim araçlarının dışında televizyonu izlemiyor gazeteyi okumuyor halkın bölümü iktidar üretilen gerçek dünyaya ters rüya aleminde yaşıyor hemen hemen kitle letişim araçları televizyonlar radyolar gazeteler internet siteleri iktidarın propagandasına yer veriyor iktidarın ev baskınları gazeteci tutuklamaları kitle iletişim araçlarını sosyal medyayı sürekli baskı altında tutuyor muhalefetin kitle letişim araçları yoluyla seçmene ulaşmasının yolları neredeyse tıkalı ktidarın engellemelerini aşmanın yolu birinci yol halka gerçekleri aktaran televizyon kanallarını gazeteleri desteklemek yaygınlaştırmak gazeteleri tele1 televizyon kanallarını maddi manevi desteklemek izlemek izletmek kinci yol il ilçelerde beldelerde küçük çaplı seçmenle yüze yürüyüşler protestolar toplantılar söyleşiler düzenlemek iktidarın kitle letişim araçları konusundaki tekeli sansürü aşılabilir haklı olursanız olun gerçek mesajlar verirseniz verin etkileyici cümleler kurarsanız kurun seçmene ulaşamıyorsunuz sevgili okurlarım yazıyı okurken ilan edilen chp adaylarını chpyi tartışıyor olacak yerel seçimlerde demokratik cumhuriyeti koruma refleksimizin gittikçe zayıfladığına üzülüyor olacağım
yargı darbesi,adalet bakanı yılmaz tunç yargı paketinin şubat ayı sonu tbmmye sevk edileceğini açıklamıştı selda güneysu 22 ocak tarihli haberinde konuda ipuçları açıkladı yerde dürüst değerlendirilmedi aymye bireysel başvuru hakkı kısıtlanıyor yargıdaki sorunlardan birinin sanıkların makul yargılama süresinin aşılması kimileri beraat tutuklu sanıkların karardan uzun süre hapiste kaldığı biliniyor selda güneysunun haberine yargı paketinde makul yargılama süresinin aşılmasından doğan hak kayıpları hakkındaki başvurular geçici düzenleme sürekli hale getirilerek aym adalet bakanlığındaki tazminat komisyonuna yapılacak komisyon reddederse aymye bireysel başvuru yapılabilecek evliliğe lk adımda sofranı tamamlayan koleksiyo nlar evliliğe adım atarken çeyizine zarafet katan modern klasik detaylarla süslenmiş yemek takımları porland satın al khk mağdurlarına ilave haksızlığa uğramış grup mağdur hakkındaki karar süreleri iktidarın oluşturacağı komisyonun merhametine terk edilmiş olacak cezalarda ay hapis öngörülüyor habere adalet bakanı tunç toplumdaki cezasızlık algısını kaldırmak pakette ceza alan birinin ay cezaevinde kalabileceği düzenlemenin yer alacağını açıkladı hakaret suçlarında uzlaşma kaldırılıyor hapis yolu açılıyor güneysunun haberinde yargı paketinde yer alan düzenlemenin hakaret suçlarında uzlaşmanın kaldırılmasına yönelik belirtiliyor uzlaşmanın kaldırılması suçu işleyen cezaevi yolunun açılması anlamına sevgili okurlarım türkiyede insanlar haksız hukuksuz kararlarla yıllarca hapis yatırılıyor sulh ceza yargıçları hemen hemen önlerine tutukluyor tutuklular karar verilene hapis yatıyor muğlak ceza maddeleri insanların hayatlarını karartıyor medya müthiş baskı altında yargı bağımsızlığı anayasadaki temenni maddesi halinde kaldı aym dahil üst yerel mahkemelerin yargıç savcıları iktidar atanıyor ortamda adalet bakanı yılmaz tunç uluslararası uzmanların hazırladığı hukukun üstünlüğü endeksinde türkiyenin yeri hakkında söylüyor türkiyenin önünde gösterilen ülkelerde bırakın hukuk bırakın yargı demokrasi kere kere serbest seçimler ülkelerin gerisinde türkiyeyi göstermek türkiyeye haksızlık olacağına inanıyorum eleştirelim eksiklikleri ortaya koyalım türkiyenin hukukun üstünlüğünde zambiyadan geri söylemek kere kabul edilebilir türkiye angoladan geri olabilir mümkün sözler türkiyenin hukukun üstünlüğü açısından demokratik iddia edilen rejimi açısından sapma kriz olduğunun kanıtıdır
1994 stanbul bölündü,recep tayyip erdoğan stanbul tarihinde düşük oyla seçilen belediye başkanıdır 1963ten seçimlerdeki başkanları partileri aldıkları oyları aşağıda gösterdim 1963 haşim şcan chp 35 mahkeme kararıyla 1968 fahri atabey ap 48 1973 ahmet svan chp 63 1977 aytekin kotil chp 56 1984 bedrettin dalan anap 49 1989 nurettin sözen shp 35 1994 recep tayyip erdoğan rp 25 1999 ali müfit gürtuna fp 27 2004 kadir topbaş akp 45 2009 kadir topbaş akp 44 şletmeler memnuniyet paraşüt öneriyor fatura programı paraşüt memnuniyet skoruna paraşüt gelin mutlu patronlar ımız arasına katılın paraşüt muhasebe kayıt ol 2014 kadir topbaş akp 47 2019 ekrem mamoğlu 48 2019 tekrar ekrem mamoğlu 54 1994 yılındaki yerel seçimler 1980 darbesinin siyasete getirdiği sınırlama kısıtlamaların etkileri aşılamadığı sırada yapılmıştır ülke hâlâ evren yönetiminin zorbalığıyla kabul ettirilen özal dönemiyle devam ettirilen 1982 anayasasının baskıları geçmiş dönemlerin siyaseti paramparça partileri kapatan liderleri yasaklayan abuk sabuk uygulamalarının etkileri altındadır eski liderlerin yasakları kaldırılmış kapatılmış partiler liderler isimlerle kurulmuştur yasakların kapatılmaların etkileri hâlâ devam etmektedir yol partisinde süleyman demirel yasaklı sırada adalet partisinin oylarını alan özalın anavatan partisi rekabet halindedir demokratik sol partide bülent ecevit chp mirasının peşindedir sosyal demokrat halkçı partide erdal nönü chpnin mirasını temsil iddiasındadır yeniden açılan halk partisi deniz baykalın liderliğinde mirasını geri almaya çalışmaktadır 1989 yılında önceki yerel seçimlerde shp türkiye genelinde 28 oyla birinci parti olmuştur stanbul ankara zmir belediye başkanlıklarını kazanmıştır aradan geçen zarfında 1991 seçimlerindeki ittifaklarla shpnin oyları düşmüş dypnin oyları yükselmiş sonunda birinci parti dyp üçüncü parti shp arasında süleyman demirel erdal nönü ortak hükümeti kurulmuştur özalın evren baskısını devam ettiren yönetim döneminden 1991 seçimlerinde iktidara dyp shp ortak hükümeti anayasal engellere evrenden cumhurbaşkanı özalın çelmelerine siyasal cinayetlere demokratik rejimi yeniden işletmeye çalışmaktadır özetle 1994 yılında yasaklı liderlerin siyasete dönmeleri kapatılan chpnin yeniden açılması sonunda orta sağ özalın anavatan partisi demirelin yol partisi arasında orta sol nönünün shpsi ecevitin dspsi baykalın chpsi arasında bölünmüştür 1994 stanbul seçimindeki adayları aldıkları oyları aşağıdaki tabloda gösterdim tablodan açıkça anlaşıldığı orta solun toplam oyu 33 orta sağın toplam oyu 37dir içlerinde bölündükleri erdoğan 25 düşük oyla aradan sıyrılıvermiştir şte tablo şahsım rejiminin ülkemize egemen erdoğan akp iktidarının 2024 stanbul seçimlerindeki tek umudunu açıklamaktadır
şehitler önlenir,erdoğan akp iktidarının iddiasına türkiye terörle mücadele etmek sınır ötesi harekât yapmakta şehitler savaş nedeniyle verilmektedir türkiyenin pkk terörü mücadele doğrudur pkknin komşulardan müttefiklerden destek aldığı doğrudur sürekli anlatmaya çalıştığım komşulardan müttefiklerden destek alan terör örgütü mücadele zordur bakışta iktidarın terörle savaş sınır öteki harekât yapıldığı iddiası gerçek görünmektedir gerçekten irak suriye ran sınırları varlığını sürdüren pkk mücadele irak suriye topraklarında şehi tler vererek sürdürülen kalici bi r savaşi zorunlu kılmaktadır savaş devletin egemenliği vatanın toprak bütünlüğü yurttaşlarının güvenliği refahı tehlikede başvurulan araçtır şletmeler memnuniyet paraşüt öneriyor fatura programı paraşüt memnuniyet skoruna paraşüt gelin mutlu patronlar ımız arasına katılın paraşüt muhasebe kayıt ol nsanların canlarını mallarını korumak kurulmuş devlet haklı sebepler olmadan savaşa girer yurttaşlarının canlarını savaş meydanlarında boş yere harcamaya başlarsa devlet varlık gerekçesini şehitlik anlamını kaybeder tarih iktidarlarını sürdürmek savaşa giren yurttaşlarını kırdıran çağdaş diktatörlerin örnekleriyle doludur savaş politikacı doğrusu savaş politika ilişkisi nedir clausewitze savaş politikanın araçlarla devamıdır savaşların amacı düşman silahlı kuvvetlerini etmek yoluyla iradesini teslim almaktır demek savaş ülkeyi yönetenlerin genel politikalarının dış politikalarının uzantısıdır şehit haberlerimiz irak suriyedeki silahlı kuvvetlerimizin sürekli hale dönüşen varlığı geldiği pkk terörü mücadele bağlamında buralarda kalici bi r savaşin sürdürülmesi gerekli sormak gerekiyor esas soru terör örgütü komşu ülkede konuşlandığı müttefik desteklendiğinde izlenecek politika savaş dahil olmalıdır kuşkusuz adım devlet devletlerle müzakere terör örgütüne verilen desteğin sonlandırılmasını istemektir devletleri ederseniz egemenliklerini zedelerseniz karşınızda müzakere egemen otorite kalmamışsa irak devletini suriye devletinin toprak egemenliğini zedeleyen türkiyenin önündeki sorunlara benzer sorunlar ortaya çıkar üstelik türkiye devletlerin birini edip ötekinin egemenliğini zayıflatırken abd ittifak davrandı abd türkiyenin sınırları dışındaki terör örgütüne yazık müttefiki bakıyor sonuç şehitlerimizin artması erdoğan akp iktidarının dış politikasının uzantısı savaşın terörle mücadele bağlamında komşularla müttefiklerle yeniden irdelenmeleri düzeltilmeleri yoluyla durdurulabilir
