Başlık,Metin
spanyol aşkı,malezyanın başkenti kuala lumpurda düzenlenen toplantıda konuşan cumhurbaşkanı erdoğan ekonomi programının meyvelerini topluyoruz dedikten noktayı koymuş bölgemizde çatışmalara ekonomik büyümemiz sürüyor ülkemizi küresel güç merkezi yapana durmadan dinlenmeden çalışacağız güzel eğlenceli haberi haftadır duymamıştım hele ekonomimizin büyümeyi sürdürdüğünü sayın erdoğandan işitmek olağanüstü güzel duygu sayın cumhurbaşkanı defalarca dünyanın küresel gücü olduğumuz müjdesini vermişti müjdeyi duymak hoşuma gitti dünyanın küresel gücü olmaktan çıktığımızı yeniden girdiğimizi anlayamamışım spanyol fantezisi sayın erdoğan sayın şimşek giriş çıkış sırasında oleeeyyy bağırmış olmalı belli duymamışım cevap veremezdi tilkiye kümese bekçi yapsak para maaş istersin sormuşlar süre gülmekten cevap verememiş süre dudaklarının kenarından süzülen suları silerek verirseniz demiş sayın cumhurbaşkanına chp yönetimini cumhurbaşkanı adaylarını seçimle belirlemesi ikna edeceğiz dersiniz sorulsaydı sanırım sayın erdoğan gülmekten cevap veremezdi trump güçlü gazze üzerinden hamaset yapmayı seven erdoğan gazzeyi satın almak netanyahu anlaştığını açıklayan trumpın çılgın plânı konuşulmaya değer yanı yoktur trumpı ciddiye almıyorum dp milletvekili ünlü sinir akıl hastalıkları doktoru prof mazhar osmana deli prof osman gülümseyerek karşılık verdi deli demenize inanmaz deli dersem cümle âlem inanır dikkat deli çılgın trump dünyanın güçlü ekonomik siyasî askerî gücüne sahip devletinin başkanı erdoğandan güçlü nanç danişmani trumpın ali erbaşı erbaşı paula white cain isimli kadın bakın trumpa demek tanrıya demek
cafer mahiroğluna açık mektup,sağcısı seviyor vatanı solcusu dindarı seviyor vatanı dinsizi milleti seven insanı seven nsanı vatanı sevdiğim seviyorum diyen fazla vatan ölürüm diyenlerin bölümü inanmayan düşünmeyen yaşamayan giyinmeyen kendisinin oy verdiği partiye oy vermeyen kendisinin tuttuğu takımı tutmayanlardan nefret allah göstermesin düşmana vatanı korumak zorunda kalınırsa olacak meselâ tribünde rakip takımın taraftarını kovalayan sopalayan meydanda tuttuğu yandaş siyasetçiyi alkışlamayanı öldüresiye döven vatansever yurttaş salt inanmadığı düşünmediği yaşamadığı giyinmediği kendisinin oy verdiği partiye oy vermediği kendisinin tuttuğu takımı tutmadığı nefret kişi mevzide şgalci düşmana omuz omuza savaşacak yazmak nereden icab tv çalışanlarının isyanına tv kanalında korsan cevap vermek zorunda kalan halk tv sahibi cafer mahiroğlunu dinledim cümlesinden etkilendim ülkenin tekrar ortak değerlerde yükselmesini torunlarımızın topraklarda neşeyle çığlık attığı türkiye hayal ediyorum gücü elimize geçince yapılanları başına kılıç geçirmek kültürümüzde akp genel başkanı cumhurbaşkanı erdoğanı eleştirdiğim sorusunu yönelten iktidar yanlısı okurlarıma youtube kanalımdaki 362 000 takipçime yaptığım açıklamayı paylaşayım sizlerle eleştiriyorum erdoğan milyonlarca makul yurttaşa cafer mahiroğlunun özlemini duyduğu eski türkiyeyi özlettiği devletin vatanın sahibi olduğumuz birbirimizi sevmek tahammül etmek bi taraf tarafsız bertaraf dediği günden düşman erdoğanın partizan tavrı 22 yılda neredeyse 80inimizi inanmayan düşünmeyen yaşamayan giyinmeyen kendisinin oy verdiği partiye oy vermeyen kendisinin tuttuğu takımı tutmayanları birbirinden nefret eder hale getirdi haklısınız cafer bey birbirlerinden nefret 80lik kitlenin hakaret küfür edeceğini bildiğim riski göze alıyor konuşmanızdan savunmanızdan alıntıladığım cümleyi kurma cesaretini gösterdiğiniz tebrik ediyorum lütfen sabır ülkemiz tekrar ortak değerlerde yükselecek torunlarımız topraklarda neşeyle çığlık atacak karşılıklı kin nefret intikam duygusuyla küflenmiş kalpler yeniden çiçek açacak gücü eline geçiren yapılanları yapmayıp başına kılıç geçirmeyecek kolay gelsin kardeşim
stemeyi bilmek,şehzadelerden güzeller güzeli gece saçlı kestane gözlü kıptî kızına âşık olmuş lle kızı isterim tutturmuş padişah sadrazamını göndermiş kızı istemeye sadrazam kızı isterken dest izdivaç alengirli lâflar etmiş süle padişaha demiş kızın babası bizde verecek kız mız sadrazamın haberine öfkelenmiş padişah âdil biriymiş şehzadeyi severmiş vezirlerin hepsini birden göndermiş sadrazam saray diliyle konuşmuşlar eli boş dönmüşler hemen sarayda padişahla birlikte hayatının kalanını tebaa arasında geçiren bilge kişi sultanın üzüntüsünü fark edince sebebini sormuş anlatmış padişah sultanım demiş bilge kişi müsaadenizle gidip isteyeyim sevinmiş padişah bilge kişi kıptî ailenin evinin kapısını çalmamış tekmede kırmış kapıyı dalmış içeri aile yer sofrasında yemek yiyormuş selamsız sabahsız gürlemiş bilge kişi cüretle kızını padişahımızın evlâdına vermezsin lan kızın babası hemen fırlamış sofradan elini göbeğinin üzerinde birleştirmiş bakışlarını ayakuçlarına çevirmiş stemesini bilmediler be agacım demiş şte büle istediğin isteseydiler vermez miydim azarliyor kimileri erdoğanın ülkeyi fakir fukara aleyhine kötü yönetmesine hâlâ 24 chp 24 oy alabilecek oluşuna hayret ediyorlar sonuca şaşıranlara şaşırıyorum erdoğanın kemiksiz 25i 20 yıldır sene 18 fukaraya devlet yardımı veriyor 18 oy demek fukaralığı cehaleti azaltmak arttırıyor fukaranın oyu sürekli seçilen erdoğan fukaradan oy istemeyi biliyor fukarayı azarlayan başbakan tarihe geçmesinin sebebi acı gerçekçiliği alişmiş bi r kere halkın geneli sevgi saygı hoşgörü tatlı dil güler yüze alışmamış hayatı boyunca ana baba dayağı öğretmen dayağı usta dayağı çavuş komutan dayağı patron dayağı kadınsa koca dayağı yemiş aşağılanma azar küfür hakaret alışmış kudurmuştan beterdir erdoğan sosyolojik olguyu iyi bilen siyasetçidir evrenin güzel temiz yaratılmışları kadınlar iyi varsınız mart kutlu
eski türkiyeyi devlet insanı politikacıları özlemek,çalışma sanayi teknoloji milli eğitim eski bakanlarımızdan ap milletvekili ali naili erdemden dinleyince hıçkırıklarım boğazımda düğümlenmişti eski türkiyede namuslu onurlu temiz ahlâklı devlet insanı siyasetçiler meselâ 10 smet nönü hükümetlerinde maliye bakanlığı erim hükümetlerinde millî savunma bakanlığı chp van senatörlüğü mayıs 1972 nisan 1973 arasında 11 ay başbakanlık yapan ferit melen biriydi mayıs 1972de hükümeti kurma görevini üstlenen ferit melen bakanlık teklif etmek ap milletvekili ali naili beyi evinde ziyaret ferit bey başbakan neler yapacaklarını anlatırken ali naili beyin gözü gayriihtiyari melenin ayakkabılarına ilişti birinin delikti ferit bey farkında olmalıydı mahcup ifadeyle ayakkabısının altını yere basarak deliği gizledi ali naili beye baktı ayakkabısının altındaki deliği ima ettikten utanmıyorum devlet utanmalı yıllarca bakanlık milletvekilliği chp senatörlük chp güven parti yapan anda hükümeti kurmakla görevlendirilen kişi çift ayakkabı alamadığı delik ayakkabı gezmemeliydi haliyle ayıp eski bakanını çift ayakkabı alamayacak durumda yaşamak zorunda bırakan devletin olmalıydı ferit bey siyasi nüfuzunu kullanarak servet sahibi olmayı aklının ucundan geçirmemişti tertemi z ahlâklari vardi canlarım 50 60 70 80 90 100 önceki devlet insanı politikacılarımız ferit bey rakip olsalar birlikte çalışıp engelleri aşmak istiyorlardı ali naili bey rakibi politikacının temiz ahlâkını övecek kibirden uzak siyasi nüfuzlarını servetlerini arttırmak kullanmayı düşünmeyecek namusluydu eski türkiyede politikacıların kollarında milyonluk kol saatleri sırtlarında binlerce dolarlık ipek ceketleri ayaklarında binlerce euroluk ayakkabıları yoktu tertemiz vicdanları lekesi ahlâkları mp genel başkanı osman bölükbaşıya ait ali naili beyden öğrendiğim özlü sözle bitireyim maddi çıkarları uğruna dün sövdüğünü öven dün övdüğüne söven avcıyla ava çıkan av köpeği değildiler
ülkeler politikacı işgali altında,devlet insanı zor şeydir dürüstlük doğruluk temiz ahlâk güvenmek güvenilir samimiyet adalet vicdan alçak gönüllülük tevazu tahammül hoşgörü sorumluluk haddini bilmek ister dünya arzulanan özlenen gerçek devlet insanı kıtlığı çektiği devlet insanı politikacı üretildiği ülkeler letişim savaşı yardımlaşma bencilliği uzlaşma hırlaşmayı tercih paylaşma diyen muhteris politikacılar işgal edildi müzakere varsa devlet adına terör örgütü iktidar yürütmenin başı cumhurbaşkanı arasında müzakere varsa görünüyor pazarlık karşılıklı taviz olacak haliyle pazarlık taviz demek absürt örgütle pazarlık taviz sormak gereksizdir unutulmamalı savaşlar tek nedene dayanmaz siyasi ekonomik ideolojik kültürel faktörün birleşimi sonucu ortaya çıkan savaşların etkin sebeplerinden politikacıların ihtirası hırsı taviz vermeyi kabul etmemeleridir durum çi acitiyor dünya siyaset diplomasi tarihinin uzlaşmacı tanıdığı amerikalı senatör henry clay taviz konusunda konuşmada demişti sıradan insanın kusuru zayıflıklarına sahip kimsenin siyasette taviz verme ilkesini küçümsemeye hakkı yoktur insanın ödün vermeyeceğim diyebilmesi insan olma hasletlerinden yoksun yaratık gerekir bahçelinin başlattığı müzakere pazarlık süreci politikacı terörist ihtirasının çatıştığı bitecek kanlı dönem başlayacaktır taviz vermem taviz ver dayatmacılığı sebep savaş netice olacaktır sözümün özü çapsız politikacılar insanlığı dünya savaşına sürüklüyor durum çimi acıtıyor
siyaset siyasetçi asıl sorunun,cumartesi günü katıldığım paneli ekopolitik isimli düşünce kuruluşu tertip etmişti konusu ayrışmadan uzlaşmaya demokrasiyi yaşatmak güçlendirmek panelde değerli konuşmacılar gündem hakkında görüşlerini belirttiler adı konulmayan terörü kalıcı sonlandırma çabaları tanımlamaya çalıştığım siyasetçi çalışmaları türkiyenin tek sorunu kürt sorunu olmadığını sorunlar yumağını çözmeye çalışan kedi çabaladığını şin uzmanlarından dinleyince iyi anlıyorsunuz demokrasi eksik hukuk eksik yargı bağımsızlığı sakatlı kuvvetler ayrılığı lkesi tek kişinin inisiyatifine terk edilmiş kuvvetler birliği hüküm sürüyor değerli kurumlar eksik olunca ekonomiye güven duyulmuyor haliyle sürdürülebilir ekonomik büyümeyi sağlayacak finansman yatırım eksik ülkemizde insan hakları deseniz dizi filmde ölen hayali kahramanın hayatı değerli yazık nsan hakları ç dış barışın inşası başarmak gerekli siyasi uzlaşma terörü bitirme alanlarda halkın geneli duyarsız hak adalet duygusu dilim ekmek arayışı gelişmemiş toplumla şimdilik gelinebilecek yer burası konuşmacılardan bekir ağırdırın nefis analizini dinlerken aklımdan okuduklarınız geçiyordu ağırdır konuşmasını mealen bitirdi aklım umutsuz olmamı kalbim umutlu olmamı söylüyor videomu enseyi karartmayın umudunuzu kaybetmeyin bitiririm neyi alkışlamıştım bekir beyin umutsuzluğunu umudunu söyleyeyim umutsuzum deyip kalbindeki tükenmeyen umudunu alkışladım umutsuz değilim siyaset bireylerin toplumların yaşamını düzenleyen temel alanlardan siyasi partiler toplumsal ihtiyaçlar ideolojik yaklaşımlar doğrultusunda şekillenen yapılar demokrasilerin vazgeçilmez unsurlarıdır siyasete yön veren siyasetçinin gıdası kabul gereken seçmeni pişiren olgunlaştıranlar düşünce stklardır sivil toplum kuruluşları ülkede gerçek demokratik hukuk devleti varsa düşünce sivil toplum kuruluşları ekonomik bağımsızlığını kazanır gelişir özgürleşirse şte siyaset siyasetçi yönünü kurumlara bakarak bulmak zorunda kalır gıdayı kapmak düşünce kuruluşlarımıza stklara sorumluluk düşüyor türkiyenin ekonomik sosyal nsanî gelişmişliğinin önündeki engellerin neler sorunları çözeceğimizi anlatmak mesela kamuoyu araştırmalarında kararsızların 35 parti seçmenlerin merkez siyaseti ideolojik siyaset yapan irili ufaklı partileri tercih bilim yoluyla açıklamak siyasi yelpazede temel kanat vardır merkez sağ sol akımlar ekonomik toplumsal politik konulara yaklaşımlarında belirgin farklılıklar gösterir merkez si yaset merkez siyaset ideolojik aşırılıklardan uzak durmayı kesimlerin ortak çıkarlarını temsil etmeyi amaçlar sağ sol politikaların unsurlarını benimser unsurlarını dışlar efradını câmi ağyarını mâni yaparak denge kurmaya çalışır pragmatisttir ilımlıdır uzlaşmadan yanadır özel sektörün gücünü kabul ederken sosyal devlet anlayışıyla kamu hizmetlerinin etkin yürütülmesini destekler liberal demokrat sosyalist eşitsizlik çoğulcu demokrasiye bireysel haklara vurgu yapar geleneksel değerlere saygı göstermekle birlikte değişime açıktır kutuplaşmayı etmeyi hedefler geniş kitlelere hitap eder sağ si yaset sağ siyaset toplumsal düzeni korumayı bireysel özgürlükleri ekonomik anlamda öne çıkarmayı amaçlar genellikle geleneksel değerleri özel mülkiyeti serbest piyasa ekonomisini savunur muhafazakârdır milliyetçidir bireyciliği önceler serbest piyasa ekonomisine öncelik verir devletin ekonomiye müdahalesini sınırlandırır geleneksel aile yapısını ulusal kimliği savunur iktidara geldiklerinde göç küreselleşme konularında sınırlayıcı politikalar uygulayacaklarını vaat eder sol si yaset sol siyaset toplumsal eşitsizliklerle mücadele etmeyi dezavantajlı grupları desteklemeyi önceliklendirir sosyal adalet dayanışma kamusal hizmetlerin güçlendirilmesi konularında yoğunlaşır sosyalizm ilericilik kolektivizm konularında taviz vermeye yanaşmaz devletin ekonomide etkin rol oynaması gerektiğini kamu hizmetlerinin artırılmasını gelir dağılımında adaleti amaçlar çoğulculuk insan hakları çevre koruma konularına önem verir sorayım sizce 35 kararsız seçmen yelpazenin neresinde
lig yeniden başlayabilir,süper ligin 20 haftasında galatasarayın hataysporla deplasmanda berabere kalması sürprizi sezen bahisçilerin işine yaradı fenerbahçenin adana demirspor deplasmanından 0lık galibiyetini golünü vara kaptırdıktan elde bumerang etkisi türk hakemlerine güvenmeyen inanmayan fenerbahçe yöneticilerini galatasarayın verilmeyen 100 penaltısı nedeniyle sevindirirken gollerinin sayılmamasıyla vurdu tahminim aradaki farklık farkın 25 haftaya devam edeceği yönündeydi belçikalı hakemi yanılttı lig bakıma yeniden başladı futbolseverler gördü yayıncı kuruluş başta tff mhk bahis şirketi 25 haftaya galatasaray fenerbahçe arasındaki puan farkının azalmasını istemiyor hedef azından 25 hafta puan farkının üçe düşmesi ligin yeniden başlayıp yayıncı kuruluşun aboneler kazanması futbol borsada arsada güzel başlığı altında yayımlanan yazım nedeniyle galiba anlaşıldım futbolun endüstriyelleşmesinden rahatsız olduğumu zannedenler olmuş futbolun endüstriyel hale gelmesi olumsuz süreç gelişim futbolun geniş kitlelere ulaşılmasını sağladı kulüplere altyapı sosyal projeler yatırım yapma imkânı yarattı buradaki handikap ekonomik büyümenin futbolun ruhunu toplumsal işlevini gölgede bırakması olumsuzluğu etme görevi sorumluluğu futbol yöneticilerine medyaya düşüyor
kariyer karizma değerlidir,adam kendisinden papağan isteyen çocuğu petshopa gitti çeride gezinirken gözüne ilişen cin bakan papağanı gösterdi para 2500 lira görevli pahalı belirten adam özelliği sordu güzel ngilizce konuşuyor anlıyor başını sağa sola çevirirken gözlerinin içi parlayan diğerini işaret adam para görevli dudak bükerek cevap verdi 2500 tl pahalı dediniz alamazsınız fiyatı 10 000 lira adam hayret sordu özelliği ngilizce almancayı güzel konuşuyor anlıyor adam sünepe etrafa bakınan kanatlarını kabartmış karizmatik papağanı gösterdi lütfen fiyatını söyler misiniz aman üstadım söze girdi görevli pahalıları fiyatı 25 000 lira özelliği sordu adam gülümseyerek almanca ngilizce fransızca konuşuyor görevli papağanı işaret türkçe biliyor ikisi emret başkanım demokrasi rejimlerin değerli güzelidir fıkradaki zaafı vardır eğitimsiz niteliksiz insanlar salt karizmatik cahil cesaretine sahip oldukları gelişmiş ülke halklarına cazip gelirken kariyer sahibi karizması elit kişiler alay konusu edilir çürütürler adalet eşit âdil davranmaktır kimseyi kayırmamaktır olanı davranılmasını istiyorsa başkalarına davranmasıdır unutmayınız merhamet nefret gibidir adalet duygusunu çürütür mesele olamamak kimileri millet kardeş olmaya engelmiş etnik grupları birbirlerine kardeş yapmaya uğraşıyor demokratik hukuk devletinin gerekleri getirilse kökeni milletin ferdi olmaktan onur duyacak sorun kardeş olmamak asıl sorun demokratik laik sosyal hukuk devleti olamamaktır
adalet adalet,ünlü filozof john rawls adalet hakkaniyet justice as fairness isimli kitabında toplumsal düzenin adil yapılandırılmasını sağlayacak teorik çerçeve sunar teori yasalar karşısında eşitlik fırsat eşitliği özgürlük ilkelerine dayanır temel şart toplumun kendisinin âdil olmasıdır kanun tanımayan sayıca vicdan fukarası güç zengini insanlar avantajlarına hizmet düzen kurma eğilimindedir tarafta sayıca fazla eğitimsiz cahil fakir insan sosyal konumlarını ekonomik durumlarını yeteneklerini kişisel çıkarlarını bilmezler vazgeçi lmez lkeler rawlsa cehaletin olumsuz etkisi tarafsız adil ilkeler üzerinde uzlaşmasıyla mümkündür güç zengini kötü insanlar bencil düşüncelerinden hesaplarından arındırılacak çıkarlarını bilmeyen bireyler âdil olacak ilkeleri benimseyeceklerdir mümkün cehaletin iktidarı sürdüğü müddetçe yazık çözüm kimilerine demokratik laik sosyal hukuk devletinin yeniden inşası tek şi hegemonyasi hannah arendt totalitarizmin kökenleri the origins of totalitarianism 1951 adlı eserinde totaliter rejimlerin doğasına işleyişine modern toplumlar üzerindeki yıkıcı etkilerine dikkat çeker totaliter rejimler bireylerin davranışlarını düşüncelerini duygularını kontrol altına almayı hedefler muktedir tek kişi bireysel hakların özgürlüklerin kullanılmasını baskılar toplumu tek ideoloji çerçevesinde yeniden şekillendirmeyi amaçlar muhalefeti ortadan kaldırır karar tek kişinin dudağı arasından çıkacak emir komutayla şekillenir si zi yakar turpun büyüğü heybede deyimi bencil hesap stratejisidir chpli dem partili belediye başkanlarının tasfiye edileceğini muhalif siyasi parti genel başkanlarının muhalif düşüncedeki tutuklanacağının işaret fişeğidir efendiler toplumu haliyle halkı sefalete totaliter rejime itme çabalarından vazgeçiniz ateştir yakar
büyüdüğünde olacakmış,ngilterede ilkokul öğretmeni 10 yaşındaki erkek öğrenciye sordu george büyüdüğünde istiyorsun çocuk cevap verdi ünlü başarılı futbolcu istiyorum sınıftan vaaaauvvv sesleri yükseldi öğretmen yaştaki kız çocuğuna çevirdi bakışlarını mary büyüdüğünde istiyorsun dünyanın güzel başarılı modeli mankeni istiyorum sınıftan vaaaauvvv sesleri yükseldi öğretmen öğrenciye seslendi john büyüdüğünde istiyorsun mutlu istiyorum efendim john sınıf kahkaha attı öğretmen gülümsedi john soruyu sanırım anladın deyip devam büyüdüğünde olacaksın john gülümsedi soruyu anlamadım efendim görüyorum hayatı anlamışsınız cevabı veren çocuk beatlesın söz yazarı bestecisi gitaristi john lennondu canlarım mutsuz karamsar kötümser insanın dostu mutsuz karamsar kötümser insandan dost mutluluk dostluk birbirinin mütemmimidir tamamlayıcı parça olun sürekli mutsuzum şanssızım diyen birileriyle arkadaşlık etmeyin kötü duygular bulaşıcıdır zikkimin kökünü adamın bilge kişiye karısının huysuzluğundan şikâyet ediyordu tatlı sözler söyle iş öv bilge kişi adam akşam eve geldi sofraya oturdular başladı yemeği övmeye karıcığım hayatımda lezzetli yemek yemedim zıkkımın kökünü sofradan fırladı kalktı kadın devam yıllardır önüne öğün yemek koyarım yemeğimi kere övmedin kalkmışsın komşunun getirdiği yemeği övüyorsun fi dye sti yormuş adamın annesinin cenaze töreninde cenk korayın yanına geldi söyledi annemi kaybettik cenk münasebetsiz adam soru sordu öldü cenk la havle çeker ölmedi azrail kaçırmış fidye istiyor günün sözü mutlu istiyorsun kimseden bekleme bob marley
ülke yangın döndü,tarih 31 aralık 1978 chp apden transfer edilen 11 milletvekilinin katkısıyla milliyetçi cephe hükümetini gensoruyla düşürdü cumhurbaşkanı fahri korutürk hükümeti kurmakla görevlendirilen ecevit apden transfer milletvekilinin tamamına bakanlık verdi süre grevler yokluk kuyruklar karaborsa akıl almaz fiyat artışları başladı fiyat kontrol komiteleri kuruldu enflasyonla mücadele edilebileceği zannedildi kötü ülke yangın döndü başbakan sti fa 14 ekim 1979 ara seçimleri milletvekilliği 50 senatör yapıldı milletvekilliğinin beşini 50 senatörün 33ünü ap kazandı kalan 17 senatörlüğün 12sini chp 4ünü msp 1ini mhp aldı apnin seçim zaferi chpnin hezimeti sonrası başbakan ecevit istifa cumhurbaşkanı fahri korutürk ap genel başkanı demireli hükümeti kurmakla görevlendirdi mspin çekimser kaldığı oylamada güvenoyları güvensizlik oylarından fazla çıkınca korutürkün onayladığı kabine güvenoyu almış azınlık hükümeti kuruldu milton friedmanın faşist pinochetnin yönettiği şilide uygulattığı enflasyonla mücadele programının aynısı 24 ocak 1980de açıklanarak yürürlüğe konuldu uygulama görevi başbakanlık müsteşarı turgut özala verildi hükümet harcamalarını artırmak ekonomik büyümeyi teşvik etmez aksine ekonomik verimliliği azaltır sözüyle tanınan friedmanın programı kısa zamanda halkı esnafı emekçiyi emekliyi köylüyü sanayiciyi canından bezdirdi yılın 1980 haziran temmuz ağustos ayı enflasyon oranları eksi deflasyon çıktı nşallah kanaati m yanliştir azınlık hükümetinin enflasyonla mücadelede gösterdiği başarı stanbul sermayesini heyecanlandırdı tsknın tepe yönetimi görüşüldü demokratik ortamda başarının fazla sürdürülemeyeceği anlatıldı anarşik olayları bahane tsk komuta kademesi 12 eylül 1980de darbe ekonomi yönetimi hükümette başbakan yardımcısı görev alan özala verildi piyasa ekonomisi uygulamalarına devam edildi grev lokavt yasaklandı tcmbnın puan faiz indirimini duyunca şimşekin özalın programına devam edeceği demokrasinin süre dinlendirileceği kanaatine vardım nşallah kanaatim yanlıştır
alışmışın kudurması,alışık olduğumuz türkçe cümlelerden dünyanın ülkesinde yoktur sanırsınız dünya ülkelerini gezip görmüş geniş toplumsal inceleme yapmışlardır değildir cümleyi kurduran çocukluklarından duydukları sözlerden dünyanın ülkesinde yoktur cümlesi içindir işlerine gelmeyen konularda çocukluklarından beyinlerine kazınmış sözü söylerler yüzlülük operasyon çekilen siyasetçi muhalefet partisinden muhalifler yanlıları dünyanın ülkesinde yoktur deyip devam ederler ortada kesinleşmiş yargı kararı yokken masumiyet karinesi partimiz kirletilmek istenmiştir ktidar yanlıları masumiyet karinesini görmezden duymazdan gelir operasyon çekilen muhalif siyasetçiler suçüstü yakalanmış açıklamalar yaparlar insani gelişmişliğini gerçekleştirememiş insanlardan oluşan gelişmiş ülkelerde asıl kiyüzlülüğü başarabilme yeteneğidir dayanak hukukmuş gi bi beşiktaş belediye başkanına yargı muktedir operasyonu dünyanın ülkesinde yoktur cümlesini kullanmayacağım aksine demokrasi hukuk anlayışı gelişmemiş gelişmiş ülkelerde benzer olaylar yaşanır gelişmiş ülkelerin hepsinde muhalefet tepkiyi gösterir hukuki dayanağı yürekli güvenlik yargı ekibi çıkmış muktedir bakanları operasyon yapmışsa iktidar yanlıları hükümetimize sayın başkanımıza yapılmış yargı darbesidir yaygarasını koparırken muhalefet partileri yanlıları operasyonu sahiplenir deği şen gelişmiş ülkelerde iktidar gerçeklerin öğrenilmesini gizlemek amacıyla baskılar muhalefet operasyon yönelikse iğrenç hukuksuzluk bağırır operasyon iktidara yapılmışsa ankarada yargıçlar yargıyı sahiplenir canlarım gelişmiş ülkelerde oyuncular değişir oyun değişmez güzel söylemiş neyzen tevfik türkü türkü sazlarda tel değişti yumruk yumruk varsa el değişti
sözün bittiği yer,erdoğan iktidarı ülkede gelir dağılımında öylesine feci adaletsizlik yarattı haksız elde edilen vergilendirilmemiş kazançlar konuta dövize altına kaydı haliyle mevcut orta direk eridi 15 öncesine konut sahibi olabilen ücretli kesim mevcut konutunu satmak zorunda kaldı kötü yönetildiği sağlığını kaybeden ekonomide yatırım konutu tercih milyonlarca konut sahibi kira artışında üstünlük sağladı konutlarına köydeki tarlasını çiftini çubuğunu satanlarla sosyal ekonomik kriz yaşayan ülkelerden sığınmacılar talep yaratınca ev kiraları orta direğin ödeyebileceği rakamların üstüne çıktı gelişmeler yaşadığımız toplumsal ekonomik facianın sebebi halkın akpye oy vermekte kararlı ısrarlı yoksul kesimi kriz pahalılık yokmuş sözün bittiği yer burası dönem abd temsilciler meclisi başkanlığı yapan 45 boyundaki carl albert anlatıyor kasabada heyecanlı nutuk attıktan küçük çocuk yanıma yaklaşarak efendim gerçekten ilham verdiniz teşekkür ederim gülümseyerek çocuğa baktım onunla konuşmak istedim alacağım cevabı sonraki nutuklarımda kullanmayı düşünerek ilham veren sözlerimin neler sordum çocuk cevap verdi ilham veren nutkunuzdaki sözünüz değildi efendim karides boylu minicik adam temsilciler meclisine başkan seçilirse kendimin cumhurbaşkanı olabileceğimi düşündüm teşekkür ettim kendisinden karides boylu söz çocuğu çevresine anlatıp kahkahalarla gülecek yüksek hoşgörülü kişi abd meclis başkanı haber nedeniyle gözaltına alınan gazeteciler ülkesinde anekdot yorum gerektirir geçtiğimiz günlerde maliye bakanı şimşek piyasadaki hâkim gücünü kötüye kullananlara fırsat vermeyeceğiz kartelleşme eğiliminin yüksek sektör firmalara inceleme başlatıldığını açıkladı tarih tekerrür 1978 1979 1999 2001 yılları arasında başbakan ülkeyi yöneten eceviti chpyi perişan piyasalara baskı müdahale akpyi çökertiyor piyasa ekonomisi isimli ekosisteme ihanet durun hele durun iyi günlerimiz turpun büyüğü heybede erdoğanın paniği yüzden
ahmet hakanın erdoğana verdiği aklın gerekçesi bakın neymiş,trumpın savaş bitiminde gazzeyi alıp imar edeceğiz arsızlığına tayyip beyin susma hakkını kullandığını kamuoyunun 80i bilmiyor iktidar destekçisi medya konudaki tartışmaların haber niteliği taşıdığına inanmıyor yandan solcular sıkıştırıyor erdoğanı yandan sağcılar gazzelileri seviyordun haydi zamanı eyyy trump çeksene tahrik ediyorlar cumhurbaşkanlığı uçağının müzmin konuklarından ahmet hakan çıkılacak günlük uzakdoğu gezisinde yerini sağlamlaştırabilmek midir gereğini getirmek midir nedir erdoğanın sessizliğini akılcılık tarif muhalefetin susuyorsun cevap vermiyorsun demesine aldırış etmeyin ahmetin erdoğanın sus pus olmasını tavsiye etme gerekçesi yazıyor ahmet erdoğan trumpa cevap verirse trumpla kurulmaya çalışılan diyalog potansiyeli ortadan kalkarmış nasıldı söz merdi kıpti şecaat arz ederken sirkatin söylermiş hayali bi le ci han değer psikoloji araştırmacılarının deneye homo sapiensin yaşayan yakın akrabalarından düşünülen bonobolar cüce şempanzeler insanların konuda cahil olmadığını anlayabiliyormuş canlarım meselâ diyorum haber kanallarının kadroya birer bonobo maymun alsa bonobalar kendisiyle fikirde düşünüyorsun diyen konuşan kafaların cehaletlerini derecelendirip izleyicilerle paylaşsa söylediğinin zanneden geri zekâlının teki mesajı verse biliyorum efendim benimki ham hayal hayali cihan değer sallabaşlar arap dil bilgini ahfeş dinleyecek bulamayınca dersi keçisine anlatırmış keçinin başına bağladığı ipi çekerek söylediklerini onaylatırmış deyimler sözlüğümüzde fikri başını sallayarak kolayca kabul yalakalar ahfeşin keçisi sallar başını deyimi kullanılır gelişmiş ülkeler gelişmiştir bakanları milletvekilleri üst düzey bürokratları iktidar destekçisi gazetecileri ahfeşin keçisi gibidir
